brandName,modelName,bodyStyleName,cylinderCapacityValue,enginePowerValue,mileageValue,accident,age,sellingPrice
Audi,A5,Berline,1968,140,6000,0, 0.24 ,48500
Toyota,Prius,Berline,1798,100,40016,0, 2.67 ,18499
Volkswagen,Golf VII,Berline,1598,81,78000,0, 3.50 ,13900
Cadillac,SRX,4x4,3564,190,84774,0, 7.58 ,12995
Volvo,V40 Cross Country,Compacte,1560,84,84250,0, 3.58 ,15950
Mercedes-Benz,SLK 200,Cabriolet,1998,100,133607,0, 19.09 ,7500
Opel,Antara,Berline,2000,85,135000,0, 8.25 ,8800
Opel,Insignia,Compacte,1956,96,92432,0, 8.78 ,9700
Volkswagen,Touareg,4x4,2967,150,87000,0, 5.25 ,29900
Hyundai,i20,Berline,1396,55,122000,0, 5.16 ,5499
Mercedes-Benz,C 180,Berline,2193,89,12000,0, 5.41 ,32200
Opel,Insignia,Break,1598,88,31100,0, 1.66 ,19745
Opel,Zafira,Monovolume/Camionnette,1686,92,125000,0, 7.42 ,6999
BMW,320 Touring,Break,1995,140,8700,0, 1.83 ,28695
Peugeot,5008,Monovolume/Camionnette,1560,84,77940,0, 3.83 ,13490
Audi,A6,Break,1968,130,75000,0, 3.83 ,29900
Mercedes-Benz,E 200,Break,2143,100,114000,0, 4.49 ,19950
BMW,118 5-TÍ_rer,Berline,1995,100,100000,0, 7.67 ,8990
Porsche,Macan,4x4,2967,190,10900,0, 1.08 ,69950
Land Rover,Range Rover Sport,4x4,2993,180,218000,0, 8.08 ,19990
Peugeot,3008,Compacte,1560,84,87000,0, 5.08 ,11990
Renault,Koleos,4x4,1995,110,70000,0, 6.16 ,10950
Toyota,Verso S,Monovolume/Camionnette,1329,73,46500,0, 5.50 ,10990
Porsche,997,Cabriolet,3824,261,67000,0, 9.33 ,49900
Citroen,C3 Picasso,Monovolume/Camionnette,1397,70,59900,0, 7.67 ,4990
BMW,X1,4x4,1995,105,84000,0, 5.41 ,13000
Citroen,C4 Picasso,Monovolume/Camionnette,1560,85,10000,0, 0.33 ,23021
BMW,520 Limousine,Berline,1995,140,24700,0, 0.74 ,49000
Audi,A6,Break,1968,120,79283,0, 3.41 ,28950
Volkswagen,Tiguan,4x4,1968,81,89424,0, 5.58 ,15500
Citroen,C3,Berline,1199,60,8000,0, 0.40 ,14525
Audi,A6,Break,1968,100,107000,0, 4.58 ,22500
Audi,TT,Coupe,1984,169,11850,0, 1.83 ,37900
Porsche,996,Coupe,3596,235,111440,0, 14.51 ,41900
Volkswagen,Touran,Monovolume/Camionnette,1968,110,15000,0, 1.08 ,28999
Suzuki,Swift,Berline,1242,69,15319,0, 1.24 ,10495
Jaguar,XF,Berline,2179,120,39800,0, 2.58 ,27495
BMW,530 Limousine,Berline,2993,195,4250,0, 0.66 ,67900
Volkswagen,Scirocco,Coupe,1968,103,140000,0, 7.67 ,10900
Toyota,Aygo,Compacte,998,50,146672,0, 10.34 ,3500
Citroen,C3,Berline,1560,73,11650,0, 0.82 ,10950
Volvo,S80,Berline,1984,120,69000,0, 4.74 ,43000
Audi,A6,Berline,1968,120,99998,0, 6.33 ,18450
Audi,Q5,4x4,1968,125,136178,0, 7.33 ,22980
BMW,120 3-TÍ_rer,Coupe,1995,120,99000,0, 9.50 ,12990
Citroen,C1,Berline,998,51,900,0, 0.74 ,10950
Volkswagen,Polo,Berline,1422,51,165000,0, 9.83 ,5300
Volkswagen,Golf,Berline,1197,63,35000,0, 3.74 ,14650
Volkswagen,Golf,Berline,1395,90,41805,0, 3.08 ,15000
Audi,A5,Berline,1968,100,139000,0, 4.25 ,21990
Peugeot,308 SW,Break,1560,85,22200,0, 1.66 ,15989
Nissan,GT-R,Coupe,3799,353,89000,0, 8.16 ,49950
Peugeot,206,Compacte,1398,50,104000,0, 6.00 ,5950
BMW,Serie 3 Coupe,Coupe,2990,210,152368,0, 23.16 ,16940
Toyota,Verso S,Monovolume/Camionnette,1329,74,65000,0, 5.58 ,7950
Volvo,V60,Break,1969,88,15000,0, 0.66 ,23950
BMW,520 Limousine,Berline,1995,130,84500,0, 8.08 ,13950
Toyota,Verso,Monovolume/Camionnette,1598,82,7000,0, 2.33 ,19750
Audi,A3,Cabriolet,1598,85,15000,0, 0.41 ,34900
Land Rover,Discovery,4x4,2993,155,128200,0, 6.25 ,26950
Mazda,CX-5,4x4,2191,129,40200,0, 2.41 ,26500
Volkswagen,Golf,Berline,1598,77,66000,0, 3.83 ,15495
Volkswagen,Arteon,Berline,1968,110,15000,0, 0.41 ,38500
Audi,A6,Berline,1968,110,17500,0, 1.66 ,37250
BMW,320 Touring,Break,1995,120,100000,0, 5.08 ,17900
Ford,Mondeo,Break,1753,92,122000,0, 9.16 ,5490
Mazda,MX-5,Cabriolet,1495,96,1000,0, 0.16 ,22650
Audi,A3,Berline,1598,81,10000,0, 0.50 ,24900
Opel,ADAM JAM,Compacte,1200,51,2449,0, 2.33 ,9950
Audi,Q5,4x4,1968,120,118000,0, 6.25 ,21900
Volkswagen,Polo,Compacte,1197,66,13618,0, 1.41 ,15499
Peugeot,2008,4x4,1560,73,15000,0, 0.43 ,17790
Citroen,C1,Compacte,998,50,28000,0, 1.99 ,7500
Volvo,V40,Berline,1969,88,13000,0, 0.74 ,18390
BMW,X1,4x4,1995,140,32600,0, 0.99 ,32900
Toyota,Land Cruiser,4x4,4200,75,233000,0, 11.42 ,14900
Mercedes-Benz,C 200,Berline,1598,100,74700,0, 2.25 ,29900
Mercedes-Benz,CLS 250,Coupe,2143,150,120000,0, 6.42 ,26650
Opel,Corsa,Berline,1248,55,28000,0, 2.33 ,9999
Volkswagen,Golf,Berline,1395,90,32500,0, 4.41 ,19700
Volkswagen,Golf Sportsvan,Monovolume/Camionnette,1197,81,18712,0, 0.74 ,19750
Corvette,Corvette,Cabriolet,5700,221,50000,0, 47.19 ,42500
Citroen,Jumpy,Van,1997,88,87260,0, 7.83 ,8712
De Lorean,Bricklin,Coupe,5800,129,23530,0, 42.48 ,29500
MINI,Cooper,Cabriolet,1598,85,68000,0, 9.42 ,8000
Land Rover,Range Rover Evoque,4x4,2179,110,119953,0, 5.50 ,24990
Peugeot,Expert,Van,2000,88,250000,0, 9.16 ,3500
Volkswagen,Golf,Berline,1598,77,54745,0, 3.67 ,13990
Opel,ADAM S,Compacte,1398,110,12500,0, 2.74 ,14995
Ford,Mondeo,Berline,1753,92,90000,0, 7.58 ,8990
BMW,i8,Coupe,1499,170,10000,0, 0.66 ,119000
Ford,Focus,Berline,1499,88,21500,0, 1.58 ,16490
Peugeot,Boxer,Van,2200,74,88000,0, 7.42 ,9850
Audi,A3,Berline,1896,77,219000,0, 9.16 ,8490
Opel,Corsa,Berline,1248,55,145000,0, 10.08 ,3940
Ford,C-MAX,Monovolume/Camionnette,1560,70,50000,0, 3.25 ,11990
Opel,ADAM,Compacte,1229,51,7500,0, 0.66 ,10900
Citroen,C4 Picasso,Monovolume/Camionnette,1560,80,113000,0, 9.58 ,5200
Land Rover,Range Rover,4x4,2498,89,188000,0, 27.84 ,19500
Bentley,A 150,Berline,4398,298,139000,0, 19.51 ,23800
Audi,A6 Allroad,Break,2698,120,130000,0, 7.92 ,15995
Volvo,C30,Berline,1560,84,69000,0, 4.67 ,9900
MINI,John Cooper Works Cabrio,Cabriolet,1995,120,39000,0, 1.58 ,33490
Citroen,Nemo,Break,1360,55,30600,0, 5.33 ,5900
Audi,A5,Coupe,2967,176,272620,0, 9.75 ,9490
Kia,Sportage,4x4,1685,85,29000,0, 1.33 ,18990
Kia,Sportage,4x4,1991,100,171000,0, 11.25 ,4950
Ford,Transit,Van,2400,74,139473,0, 7.67 ,9750
Hyundai,ix35,4x4,1685,85,260000,0, 6.25 ,8490
Audi,A8,Berline,2967,193,9950,0, 0.74 ,78350
Volvo,V60,Break,1969,88,38000,0, 1.41 ,20885
Ford,Ka,Berline,1248,55,139000,0, 7.33 ,3989
BMW,218 Cabrio,Cabriolet,1499,100,4418,0, 1.83 ,33500
Ferrari,208,Coupe,1990,114,92500,0, 34.18 ,68500
Toyota,Corolla Verso,Monovolume/Camionnette,2231,100,194800,0, 9.25 ,4400
BMW,X3,4x4,1995,110,59894,0, 2.74 ,30900
Mercedes-Benz,Vito,Van,2200,100,89000,0, 3.83 ,12950
Opel,Astra,Berline,1399,110,16545,0, 1.16 ,19900
Audi,A3,Berline,1598,81,45900,0, 2.25 ,18990
Volkswagen,Caddy,Monovolume/Camionnette,1197,63,52085,0, 4.08 ,9995
BMW,116 5-TÍ_rer,Berline,1995,85,121000,0, 4.99 ,13900
Chevrolet,Orlando,Monovolume/Camionnette,1998,120,42000,0, 4.83 ,15900
Renault,Laguna,Break,1995,131,76000,0, 3.91 ,13750
Opel,Astra,Berline,1600,81,27067,0, 1.16 ,20999
BMW,X4,4x4,1995,140,19700,0, 0.82 ,52950
Renault,Clio,Berline,1461,50,142000,0, 7.42 ,3700
Ford,Focus,Break,1499,70,63100,0, 2.20 ,12499
Ford,B-MAX,Berline,998,74,10000,0, 0.82 ,13500
Ford,B-MAX,Berline,1500,55,98000,0, 3.74 ,9490
Peugeot,Partner Tepee,Break,1560,68,110000,0, 4.99 ,7950
Mercedes-Benz,C 180,Berline,1595,115,27445,0, 0.99 ,27899
Audi,TT,Coupe,1798,118,79630,0, 5.83 ,17500
Citroen,C4 Picasso,Monovolume/Camionnette,1560,80,159000,0, 9.83 ,3950
Peugeot,208,Compacte,1560,55,21479,0, 1.58 ,10990
Peugeot,Partner Tepee,Break,1560,73,22950,0, 2.40 ,18800
BMW,530 Limousine,Berline,2993,180,148000,0, 7.50 ,19900
Dacia,Logan,Break,899,66,39000,0, 3.08 ,8700
Renault,Megane,Berline,1461,66,125000,0, 6.42 ,6700
Audi,Q7,4x4,2967,150,130000,0, 6.67 ,29950
Porsche,911,Coupe,3600,210,105422,0, 20.84 ,87000
Nissan,Juke,4x4,1598,69,44000,0, 3.67 ,10999
Porsche,996,Coupe,3600,309,138887,0, 15.84 ,54950
BMW,320 Coupe,Coupe,1995,120,100000,0, 7.50 ,13500
Audi,A3,Berline,1598,77,68897,0, 3.58 ,19950
Porsche,Macan,4x4,2967,190,39000,0, 3.25 ,55900
BMW,118 3-TÍ_rer,Coupe,1995,100,59000,0, 6.25 ,14900
Renault,Megane,Break,1461,78,121000,0, 6.58 ,6700
Opel,KARL,Berline,999,55,2900,0, 2.16 ,7650
Audi,A1,Compacte,1395,92,8900,0, 3.67 ,21990
Peugeot,308 CC,Cabriolet,1598,88,49900,0, 5.33 ,14990
Alpina,Roadster S,Cabriolet,3346,221,64500,0, 12.75 ,42000
Porsche,911,Coupe,3596,235,86699,0, 15.17 ,37950
Audi,A1,Berline,1598,77,70000,0, 4.58 ,14950
Peugeot,3008,Compacte,1560,80,126528,0, 7.78 ,8250
MINI,Cooper D Countryman,Berline,1995,82,125000,0, 5.67 ,13500
Jaguar,XF,Berline,2179,139,68369,0, 5.83 ,20590
Peugeot,3008,4x4,1199,96,10000,0, 0.07 ,32980
Renault,Clio,Berline,1461,50,93000,0, 8.33 ,5450
Kia,Cee'd,Berline,1396,77,59000,0, 8.67 ,5900
Ford,Focus,Berline,1560,70,76087,0, 6.08 ,8990
Volkswagen,Golf,Berline,1598,77,80000,0, 3.67 ,15990
Opel,Corsa,Berline,1199,55,147000,0, 14.00 ,2990
Land Rover,Discovery Sport,Berline,1999,110,60480,0, 1.41 ,28500
Peugeot,307,Break,1997,100,62000,0, 3.50 ,16800
Volkswagen,AMAROK DOUBLE CAB DSL,Van,2967,165,20000,0, 0.91 ,40995
Opel,Astra Sports Tourer,Break,1598,100,23581,0, 2.67 ,17990
Audi,A3,Berline,1598,81,22000,0, 1.41 ,28799
Skoda,Fabia,Berline,1198,40,110000,0, 12.17 ,3499
BMW,120 5-TÍ_rer,Berline,1995,110,150000,0, 11.25 ,6190
Peugeot,2008,4x4,1560,85,4048,0, 1.08 ,17900
Volvo,V50,Break,1560,84,181417,0, 5.67 ,6740
Nissan,Note,Monovolume/Camionnette,1461,66,68200,0, 4.74 ,7490
Volkswagen,Polo,Berline,1198,47,109000,0, 12.42 ,4200
Mercedes-Benz,SL 380,Cabriolet,3818,162,90000,0, 33.85 ,17500
BMW,M3 Coupe,Coupe,2300,162,148000,0, 30.52 ,56900
Renault,Trafic,Monovolume/Camionnette,1995,66,198000,0, 10.75 ,4250
Audi,A1,Berline,1390,90,62783,0, 6.83 ,15490
Audi,A3,Break,1598,77,54490,0, 3.96 ,16940
Mercedes-Benz,CLA AMG SB 4-Matic AMG Speedshift - Distronic - FULL,Break,1991,280,24000,0, 1.74 ,45999
Ford,Fiesta,Berline,1560,66,60500,0, 7.92 ,8900
Mazda,6,Berline,1998,103,100000,0, 6.75 ,8500
Mercedes-Benz,E 200,Berline,2143,100,146813,0, 7.42 ,17750
Citroen,C4 Cactus,4x4,1199,60,25000,0, 2.33 ,10800
Peugeot,Partner,Monovolume/Camionnette,1560,55,154000,0, 9.75 ,2900
Jeep,Compass,4x4,1968,103,70000,0, 9.25 ,9900
Porsche,911,Coupe,3800,294,37207,0, 3.99 ,169950
Land Rover,Range Rover Sport,4x4,2993,155,155000,0, 5.92 ,22999
DS,DS 3,Berline,1199,60,333,0, 0.72 ,14235
BMW,420 Coupe,Berline,1995,140,24800,0, 0.99 ,25990
Volkswagen,Golf VII,Berline,1598,77,79000,0, 4.74 ,14990
Ford,EcoSport,4x4,998,92,5000,0, 0.82 ,16900
Mercedes-Benz,A 200,Berline,2143,100,93000,0, 3.41 ,19990
Volkswagen,T5,Monovolume/Camionnette,1968,84,51754,0, 2.41 ,23950
Mercedes-Benz,C 200,Berline,2143,100,8800,0, 0.58 ,35900
Mercedes-Benz,Sprinter,Van,2200,74,11000,0, 1.83 ,17950
Volvo,V60,Break,1969,110,28500,0, 0.74 ,23995
Volvo,V60,Break,1560,84,124518,0, 6.08 ,12490
Kia,Niro,Berline,993,74,6400,0, 0.82 ,15290
Mercedes-Benz,A 180,Berline,1461,80,56000,0, 4.33 ,16500
Audi,A5,Berline,1968,100,83000,0, 2.25 ,26950
Jaguar,X-Type,Berline,2198,107,150000,0, 9.25 ,6250
Smart,forfour,Berline,999,52,10900,0, 1.50 ,8990
Honda,Accord,Break,2199,110,56000,0, 4.58 ,18450
MINI,Cooper SD Countryman,Break,1995,105,165000,0, 6.25 ,15004
MINI,Cooper D Clubman,Break,1598,82,137000,0, 5.83 ,10999
Volkswagen,Polo,Berline,1198,40,93505,0, 11.00 ,5400
Suzuki,Grand Vitara,4x4,1870,95,79900,0, 6.08 ,12999
Volkswagen,Passat Variant,Break,1598,77,115000,0, 5.33 ,12250
Mercedes-Benz,CE 220,Coupe,2199,110,330000,0, 24.18 ,2995
Mercedes-Benz,C 220,Berline,2148,110,260000,0, 11.50 ,4950
Renault,Sandero,Berline,1598,77,101,0, 0.08 ,12099
Opel,Mokka,4x4,1598,85,67000,0, 3.91 ,13500
Volkswagen,Caddy Life,Monovolume/Camionnette,1598,75,117000,0, 5.16 ,10900
Audi,TT,Coupe,1968,125,95800,0, 4.50 ,19826
Citroen,Grand C4 Picasso,Monovolume/Camionnette,1560,85,34000,0, 2.67 ,17500
Ford,Mondeo,Break,1998,96,300000,0, 15.81 ,2600
Porsche,Boxster,Cabriolet,2706,155,23000,0, 2.08 ,52999
Skoda,Superb,Break,1968,110,8596,0, 0.99 ,28500
Skoda,Fabia,Break,1422,59,99000,0, 8.25 ,5350
Volkswagen,Golf,Berline,1198,77,37850,0, 5.41 ,13495
Ford,Focus,Break,1795,85,250000,0, 10.42 ,2200
Jeep,Renegade,4x4,1598,81,28000,0, 1.99 ,16490
BMW,116 5-TÍ_rer,Berline,1995,85,99000,0, 5.67 ,12950
Maserati,Quattroporte,Berline,2987,202,38600,0, 3.41 ,64900
Nissan,Qashqai,4x4,1995,110,155000,0, 6.25 ,7900
Opel,Meriva,Monovolume/Camionnette,1364,66,94500,0, 12.25 ,3500
Audi,Q2,4x4,1598,85,5000,0, 0.16 ,32950
Citroen,C3,Berline,1560,51,58739,0, 6.25 ,7750
Ford,C-MAX,Monovolume/Camionnette,1997,100,166000,0, 13.42 ,3990
Dacia,Sandero,Berline,1461,55,100000,0, 6.33 ,5590
Mercedes-Benz,C 200,Berline,1598,100,15000,0, 2.08 ,27900
Peugeot,308 SW,Break,1560,73,29977,0, 2.08 ,14490
Kia,Soul,4x4,1620,94,5400,0, 1.24 ,19900
MINI,Cooper D Clubman,Break,1995,110,32100,0, 1.41 ,17490
Renault,Twingo,Berline,1461,62,73481,0, 8.00 ,5650
Audi,A3,Berline,1598,81,3849,0, 1.83 ,23900
Ford,Grand C-MAX,Monovolume/Camionnette,1560,85,73686,0, 4.74 ,13490
Renault,Clio,Berline,1461,55,26000,0, 1.74 ,11900
Hyundai,i20,Compacte,1248,62,45624,0, 3.08 ,8850
Volkswagen,Golf,Compacte,1197,81,8187,0, 0.99 ,18499
Rover,Ibiza,Berline,1951,85,235302,0, 16.25 ,2980
Volvo,S40,Berline,1560,80,140111,0, 12.17 ,2700
Volkswagen,Caddy,Monovolume/Camionnette,1896,77,167886,0, 12.50 ,5000
Fiat,Tipo,Berline,1598,88,17300,0, 1.83 ,12990
Volvo,XC90,4x4,1969,173,23433,0, 0.96 ,57750
Volkswagen,Golf,Berline,1598,77,54400,0, 3.33 ,14650
Opel,Combo,Monovolume/Camionnette,1598,77,15700,0, 1.24 ,14495
Renault,Captur,4x4,1461,66,85000,0, 3.83 ,11900
Hyundai,i30,Berline,1600,85,133292,0, 7.83 ,5223
Audi,Q3,4x4,1984,125,60859,0, 3.50 ,20250
Audi,A3,Berline,1598,77,79000,0, 4.33 ,15750
Opel,Corsa C,Berline,1248,55,40000,0, 1.58 ,11950
Renault,Clio,Berline,1149,55,67322,0, 7.58 ,6995
BMW,420 Cabrio,Cabriolet,1995,135,36000,0, 3.25 ,39900
Peugeot,Partner,Monovolume/Camionnette,1560,66,145000,0, 8.00 ,4950
BMW,1er M Coupe,Coupe,2979,250,33500,0, 5.58 ,55800
Opel,Insignia,Break,1956,120,57350,0, 3.50 ,17495
Mercedes-Benz,CLASSE E (W210),Berline,2799,150,167300,0, 20.75 ,5000
Citroen,C4 Picasso,Monovolume/Camionnette,1997,110,333,0, 0.73 ,25735
BMW,316 Touring,Break,1995,85,61114,0, 4.58 ,22990
Skoda,Superb,Berline,1598,88,71500,0, 2.16 ,19950
Peugeot,207,Berline,1560,66,186000,0, 7.58 ,3200
Mercedes-Benz,CLA 180,Berline,1595,90,28000,0, 0.91 ,26399
Peugeot,5008,Monovolume/Camionnette,1560,82,106000,0, 6.69 ,9900
Renault,Coupe,Compacte,1870,85,122802,0, 12.34 ,5250
Ford,Galaxy,Monovolume/Camionnette,1997,100,196500,0, 8.19 ,7950
Volvo,XC90,4x4,1969,165,13848,0, 0.72 ,54950
Audi,A3,Berline,1968,110,3920,0, 3.08 ,28999
Opel,Insignia Sports Tourer,Break,1956,88,81000,0, 4.08 ,15499
MINI,One D,Berline,1598,66,93820,0, 4.50 ,11480
Opel,Meriva,Monovolume/Camionnette,1398,74,49200,0, 3.99 ,9150
Peugeot,2008,4x4,1560,73,18000,0, 1.41 ,14500
Mercedes-Benz,S 320,Berline,3200,165,315000,0, 17.14 ,3950
Kia,Cee'd,Berline,1582,81,88171,0, 4.83 ,11450
Opel,Antara,4x4,2231,120,58000,0, 5.16 ,13900
Skoda,Superb,Break,1968,103,106500,0, 5.67 ,15990
Audi,Q7,4x4,2967,200,13500,0, 1.08 ,64900
Volkswagen,Touareg,4x4,2967,150,90000,0, 2.67 ,36900
BMW,635CSI '83,Coupe,3450,160,55385,0, 34.85 ,22000
Volkswagen,Polo,Berline,1598,77,81000,0, 7.50 ,8990
Opel,Astra,Berline,1364,103,14000,0, 1.24 ,17500
Porsche,Cayman,Coupe,3386,217,80000,0, 9.31 ,28999
Renault,Kadjar,4x4,1461,81,12500,0, 0.74 ,22990
Peugeot,208,Compacte,1199,60,26600,0, 1.83 ,12000
BMW,X3,4x4,1995,110,250000,0, 11.83 ,3400
BMW,318 Limousine,Berline,1995,100,99999,0, 2.50 ,21199
Volkswagen,Passat Variant,Break,1968,110,19230,0, 1.83 ,29450
Volkswagen,Passat,Break,1598,77,91500,0, 4.67 ,16400
Toyota,Hilux,4x4,2986,70,101,0, 0.08 ,30129
Smart,fortwo,Compacte,799,40,34800,0, 5.75 ,7450
Toyota,RAV4,4x4,1995,105,33000,0, 1.91 ,23499
Citroen,C4 Cactus,Berline,1199,60,7620,0, 0.50 ,14990
Renault,Laguna,Break,1461,81,17400,0, 5.67 ,16900
Citroen,Grand C4 Picasso,Monovolume/Camionnette,1560,85,22200,0, 0.74 ,19990
Volkswagen,Golf VII,Compacte,1598,77,109347,0, 4.66 ,13750
Audi,A4,Break,1968,100,39000,0, 2.16 ,25900
Volkswagen,CC,Berline,1968,100,21000,0, 3.91 ,20900
Peugeot,108,Compacte,998,51,16867,0, 1.01 ,8990
Volkswagen,Transporter,Monovolume/Camionnette,1968,75,69000,0, 1.99 ,34900
Toyota,Auris Touring Sports,Break,1364,66,80500,0, 2.91 ,12450
Opel,Zafira Tourer,Berline,1400,103,15000,0, 1.66 ,17250
Volvo,S80,Berline,1984,100,15000,0, 2.50 ,23990
Mercedes-Benz,CLA 200,Break,2143,100,17000,0, 0.74 ,29900
Peugeot,207,Cabriolet,1560,80,160000,0, 10.34 ,4999
Volkswagen,Golf VII,Compacte,1598,81,29000,0, 1.58 ,20920
Peugeot,308 SW,Break,1560,68,50322,0, 1.87 ,12500
Dacia,Logan,Berline,1149,55,20000,0, 2.67 ,5900
Volvo,V60,4x4,1969,165,48000,0, 2.41 ,52990
Opel,Mokka,4x4,1686,96,89000,0, 4.46 ,14250
MINI,One D Countryman,Compacte,1598,66,25900,0, 2.58 ,19900
Peugeot,207,Cabriolet,1598,88,123000,0, 9.83 ,5500
Peugeot,308,Compacte,1199,96,18000,0, 1.22 ,18900
Ford,Fusion,Berline,1399,50,86000,0, 8.92 ,4550
Toyota,Prius,Berline,1798,73,25210,0, 3.58 ,16990
Peugeot,308,Berline,1560,84,53896,0, 4.16 ,13500
BMW,330 Touring,Break,2993,190,24989,0, 1.99 ,32670
Mercedes-Benz,AMG GT,Coupe,3982,340,5541,0, 2.33 ,106950
Peugeot,308 SW,Break,1560,73,14725,0, 1.16 ,19699
Peugeot,2008,4x4,1560,73,12000,0, 0.80 ,19200
Peugeot,407,Berline,1560,81,149000,0, 9.42 ,4100
Citroen,C4,Monovolume/Camionnette,1560,80,81000,0, 10.59 ,7000
Audi,A8,Berline,2967,184,115000,0, 5.16 ,29999
Toyota,Corolla Verso,Monovolume/Camionnette,1995,66,133500,0, 15.51 ,5000
Mitsubishi,Outlander,4x4,2179,115,80000,0, 5.75 ,12499
Volkswagen,Golf,Berline,1598,77,128833,0, 6.92 ,8950
BMW,320 Touring,Break,1995,120,228000,0, 7.75 ,7900
Volkswagen,Passat Variant,Break,1598,77,97000,0, 4.50 ,12750
Volkswagen,Polo,Berline,999,44,7000,0, 2.74 ,11490
Audi,Q3,4x4,1968,100,92985,0, 4.22 ,21900
Volkswagen,Touran,Monovolume/Camionnette,1896,77,99900,0, 8.16 ,7900
Lancia,Delta,Berline,1598,85,49000,0, 8.58 ,10990
Peugeot,508 SW,Break,1997,110,11500,0, 0.83 ,24200
Peugeot,L2H2 335 HDI 130,Van,1997,96,6500,0, 0.82 ,20364
Opel,Meriva,Compacte,1364,66,60450,0, 9.05 ,5300
Ford,Transit Custom,Monovolume/Camionnette,2198,92,36000,0, 1.33 ,22990
Audi,A3,Berline,1598,81,30000,0, 1.24 ,27300
Audi,A4,Break,1968,110,4500,0, 0.66 ,40990
Ford,Focus,Berline,1753,85,80000,0, 8.83 ,7490
Peugeot,Boxer,Van,2198,88,114000,0, 7.83 ,8900
BMW,320 Limousine,Berline,1995,140,20001,0, 1.24 ,34990
Mercedes-Benz,C 200,Break,1598,100,21000,0, 2.33 ,30999
Citroen,DS23 Injection Pallas Decouvrable '73,Roadster,2347,103,74384,0, 44.85 ,38500
Nissan,Qashqai,4x4,1598,96,60990,0, 3.58 ,18990
MINI,One Clubman,Break,1397,70,88823,0, 8.08 ,7999
Volkswagen,Golf,Berline,1390,90,73650,0, 5.58 ,11900
BMW,640 Coupe,Berline,2993,230,28757,0, 3.08 ,41990
Volvo,XC60,4x4,1984,100,102000,0, 4.16 ,22950
Volkswagen,Golf Sportsvan,Monovolume/Camionnette,1197,81,9302,0, 1.74 ,20500
Audi,Q3,4x4,1968,100,35000,0, 1.99 ,25990
Volkswagen,Polo,Berline,1598,66,108406,0, 5.25 ,9950
Opel,Zafira Tourer,Monovolume/Camionnette,1598,100,55501,0, 3.58 ,15995
Peugeot,3008,Compacte,1560,85,15000,0, 0.66 ,27490
Nissan,Navara,Van,2500,140,133920,0, 6.33 ,16990
Opel,Meriva,Monovolume/Camionnette,1364,66,123105,0, 7.83 ,5350
Citroen,CX,Berline,2300,102,28797,0, 33.85 ,3490
Ferrari,575,Coupe,5748,379,78900,0, 15.59 ,99900
Peugeot,308,Compacte,1560,85,19219,0, 1.07 ,15841
Peugeot,308 SW,Break,1560,85,7000,0, 0.66 ,20980
Audi,Q3,4x4,1968,100,79600,0, 5.58 ,19500
BMW,325 Limousine,Coupe,2996,155,109000,0, 10.67 ,14499
Volvo,S90,Berline,1969,173,3850,0, 1.33 ,49990
BMW,520 Limousine,Berline,1995,120,78000,0, 5.41 ,25950
BMW,518 Limousine,Berline,1995,100,22500,0, 1.58 ,31400
Porsche,928 Petrol Blue '79,Coupe,4474,176,179999,0, 38.85 ,12950
Volkswagen,Jetta,Berline,1968,103,90000,0, 6.67 ,13900
Volvo,V40,Berline,1560,84,36092,0, 2.58 ,19290
BMW,318 Cabrio,Cabriolet,1795,83,179000,0, 25.26 ,10900
Renault,Espace,Monovolume/Camionnette,2188,110,245898,0, 12.83 ,2750
BMW,420 Coupe,Coupe,1995,120,67500,0, 3.99 ,25990
Volkswagen,Golf,Berline,1896,66,270000,0, 12.59 ,3000
Nissan,Juke,Compacte,1461,82,65231,0, 3.74 ,11995
Land Rover,Defender,4x4,2401,90,163000,0, 10.17 ,29750
Renault,Scenic,Monovolume/Camionnette,1598,96,45510,0, 3.58 ,13950
Volkswagen,Golf,Berline,1598,77,85800,0, 4.74 ,15800
Mercedes-Benz,C 200,Break,2143,100,27700,0, 1.33 ,31600
Renault,Scenic,Monovolume/Camionnette,1461,78,100267,0, 10.25 ,6950
Mercedes-Benz,Vito,Van,2143,100,49921,0, 1.66 ,19750
Mercedes-Benz,C 220,Coupe,2143,120,39000,0, 3.58 ,21750
Peugeot,108,Compacte,998,51,4200,0, 1.51 ,9745
Opel,Insignia Sports Tourer,Break,1956,81,122240,0, 6.84 ,9200
Volkswagen,Golf,Berline,1968,135,129890,0, 4.08 ,22950
BMW,420 Cabrio,Cabriolet,1995,120,59038,0, 2.58 ,35900
Renault,Clio,Berline,898,66,6600,0, 0.74 ,12950
Volkswagen,Polo,Berline,1197,66,21500,0, 1.83 ,15350
Renault,Twingo,Berline,999,52,8480,0, 2.16 ,8499
Peugeot,208,Compacte,1560,74,22250,0, 1.41 ,14900
Hyundai,ix20,Berline,1396,57,95000,0, 5.83 ,6999
Citroen,C4 Cactus,Berline,1560,73,12265,0, 1.24 ,14490
Skoda,Fabia,Compacte,999,55,12500,0, 1.16 ,11495
BMW,520 Touring,Break,1995,135,138000,0, 6.67 ,19900
Mercedes-Benz,E 220,Break,1950,143,27100,0, 0.82 ,40865
Mercedes-Benz,GLA 200,4x4,1595,115,19950,0, 1.99 ,27999
Ford,Grand C-MAX,Monovolume/Camionnette,1499,88,27000,0, 1.50 ,19995
